"description","qid","item","wiki_name","name","label"
"genre of literature common in the ancient Near East","Q546729","http://www.wikidata.org/entity/Q546729","Wisdom literature","wisdom literature","0"
"Memoir by Nikki Haley","Q84458982","http://www.wikidata.org/entity/Q84458982","With All Due Respect (book)","With All Due Respect","1"
"Ukrainian boxer (born 1976)","Q18797","http://www.wikidata.org/entity/Q18797","Wladimir Klitschko","Wladimir Klitschko","2"
"Polish historian (1899–1962)","Q71737","http://www.wikidata.org/entity/Q71737","Władysław Pobóg-Malinowski","Władysław Pobóg-Malinowski","1"
"Austrian composer of the Classical period (1756-1791)","Q254","http://www.wikidata.org/entity/Q254","Wolfgang Amadeus Mozart","Wolfgang Amadeus Mozart","2"
"South African chess player (1911–1981)","Q106646","http://www.wikidata.org/entity/Q106646","Wolfgang Heidenfeld","Wolfgang Heidenfeld","1"
"German historian and political scientist","Q108599","http://www.wikidata.org/entity/Q108599","Wolfgang Kraushaar","Wolfgang Kraushaar","1"
"German botanist (1937-2018)","Q109699","http://www.wikidata.org/entity/Q109699","Wolfgang Lippert (botanist)","Wolfgang Lippert","1"
"architectural historian (1923–1991)","Q33066","http://www.wikidata.org/entity/Q33066","Wolfgang Müller-Wiener","Wolfgang Müller-Wiener","1"
"tram system in Germany","Q428288","http://www.wikidata.org/entity/Q428288","Woltersdorf Tramway","Woltersdorf tramway","1"
"female adult human","Q467","http://www.wikidata.org/entity/Q467","Woman","woman","0"
"cultivated and influential female writer","Q381353","http://www.wikidata.org/entity/Q381353","Women writers","woman of letters","0"
"woman working as photographer","Q17017916","http://www.wikidata.org/entity/Q17017916","Women photographers","woman photographer","0"
"woman who writes poetry","Q107230508","http://www.wikidata.org/entity/Q107230508","Poetess","woman poet","0"
"painting by Titian in the Louvre","Q23922","http://www.wikidata.org/entity/Q23922","Woman with a Mirror","Woman with a Mirror","2"
"film genre","Q8030668","http://www.wikidata.org/entity/Q8030668","Woman's film","woman's film","0"
"Swiss premier women's ice hockey league","Q662851","http://www.wikidata.org/entity/Q662851","Women's League (Switzerland)","Women's League","1"
"golf tournament in the United States","Q281917","http://www.wikidata.org/entity/Q281917","Women's PGA Championship","Women's PGA Championship","2"
"annual prize for a novel written in English by a woman of any nationality","Q18884","http://www.wikidata.org/entity/Q18884","Women's Prize for Fiction","Women's Prize for Fiction","2"
"a new religion from Korea","Q562984","http://www.wikidata.org/entity/Q562984","Won Buddhism","Won Buddhism","1"
"Filmmaking group","Q8031984","http://www.wikidata.org/entity/Q8031984","Wong Fu Productions","Wong Fu Productions","2"
"type of dumpling commonly found in a number of Chinese cuisines","Q553905","http://www.wikidata.org/entity/Q553905","Wonton","wonton","2"
"sport invented in Taiwan","Q839085","http://www.wikidata.org/entity/Q839085","Woodball","Woodball","2"
"plant that produces wood as its structural tissue","Q757163","http://www.wikidata.org/entity/Q757163","Woody plant","woody plant","0"
"international competition to determine a world champion","Q1344963","http://www.wikidata.org/entity/Q1344963","World championship","world championship","0"
"award","Q594886","http://www.wikidata.org/entity/Q594886","World Fantasy Award","World Fantasy Awards","0"
"recurring tournament","Q285389","http://www.wikidata.org/entity/Q285389","World Figure Skating Championships","World Figure Skating Championships","0"
"recurring international multi-sports event","Q673097","http://www.wikidata.org/entity/Q673097","World Games","World Games","0"
"notion of a single common political authority for all of humanity","Q489268","http://www.wikidata.org/entity/Q489268","World government","world government","0"
"World religious zionist organization","Q1938856","http://www.wikidata.org/entity/Q1938856","Mizrachi (religious Zionism)","World Mizrachi","2"
"international art festival","Q585056","http://www.wikidata.org/entity/Q585056","World of Music, Arts and Dance","World of Music, Arts and Dance","0"
"series of poker tournaments, held annually","Q819961","http://www.wikidata.org/entity/Q819961","World Series of Poker","World Series of Poker","2"
"annual professional snooker ranking tournament","Q502948","http://www.wikidata.org/entity/Q502948","World Snooker Championship","World Snooker Championship","2"
"grounds of the World Trade Center in New York City","Q1692282","http://www.wikidata.org/entity/Q1692282","World Trade Center site","World Trade Center site","2"
"former Toronto Bookstore","Q3569940","http://www.wikidata.org/entity/Q3569940","World's Biggest Bookstore","World's Biggest Bookstore","1"
"yarn spun with average to hard twist from long combed and carded fibers, traditionally of wool","Q572813","http://www.wikidata.org/entity/Q572813","Worsted","worsted","0"
"simple length of fabric worn as clothing","Q8037573","http://www.wikidata.org/entity/Q8037573","Wrap (clothing)","wrap","0"
"2012 animated film directed by Rich Moore","Q28891","http://www.wikidata.org/entity/Q28891","Wreck-It Ralph","Wreck-It Ralph","2"
"13th Vice President of Republic of China(Taiwan)","Q57838","http://www.wikidata.org/entity/Q57838","Wu Den-yih","Wu Den-yih","1"
"school of Chinese painting","Q558875","http://www.wikidata.org/entity/Q558875","Wu School","Wu School","2"
"Islamic procedure for washing parts of the body using water before formal prayers","Q219466","http://www.wikidata.org/entity/Q219466","Wudu","wudu","1"
"association football club","Q566187","http://www.wikidata.org/entity/Q566187","Würzburger FV","Würzburger FV","1"
"future LRT stop in Toronto, Canada","Q20718189","http://www.wikidata.org/entity/Q20718189","Wynford stop","Wynford","0"
"feminist movement that promotes the overcoming of nature and the use of technology in order to abolish gender","Q56316799","http://www.wikidata.org/entity/Q56316799","Xenofeminism","xenofeminism","0"
"animal adapted to live in the desert","Q8043801","http://www.wikidata.org/entity/Q8043801","Xerocole","xerocole","0"
"species of plant adapted to survive in environments with little liquid water","Q212337","http://www.wikidata.org/entity/Q212337","Xerophyte","xerophyte","0"
"current of Chinese folk religion","Q2325065","http://www.wikidata.org/entity/Q2325065","Xiantiandao","Xiantiandao","1"
"Largest bookstore chain in China","Q6124193","http://www.wikidata.org/entity/Q6124193","Xinhua Bookstore","Xinhua Bookstore","1"
"school of Confucianism","Q105757842","http://www.wikidata.org/entity/Q105757842","Xinxue","xinxue","1"
"7th-century Chinese Buddhist monk and scholar","Q42063","http://www.wikidata.org/entity/Q42063","Xuanzang","Xuanzang","2"
"over-the-top live tv and video on demand content provider","Q24263786","http://www.wikidata.org/entity/Q24263786","Xumo","Xumo","0"
"Israel's official memorial to the Jewish victims of the Holocaust","Q156591","http://www.wikidata.org/entity/Q156591","Yad Vashem","Yad Vashem","2"
"Lebanese director","Q12251709","http://www.wikidata.org/entity/Q12251709","Yehya Saade","Yahya Saadeh","1"
"mosque in Hungary","Q339765","http://www.wikidata.org/entity/Q339765","Yakovalı Hasan Paşa Mosque","Yakovalı Hasan Paşa Mosque","1"
"administrative office or residence of a bureaucrat responsible for accepting disputes, investigating criminal cases in imperial China; Joseon government offices","Q1854323","http://www.wikidata.org/entity/Q1854323","Yamen","yamen","1"
"long continuous length of interlocked fibers","Q49007","http://www.wikidata.org/entity/Q49007","Yarn","yarn","0"
"American rapper","Q38875","http://www.wikidata.org/entity/Q38875","Yasiin Bey","Yasiin Bey","2"
"Japanese novelist (1899–1972)","Q43736","http://www.wikidata.org/entity/Q43736","Yasunari Kawabata","Yasunari Kawabata","2"
"part of hindu religion","Q1107103","http://www.wikidata.org/entity/Q1107103","Yazdânism","Yazdânism","2"
"ancient monoteistic religion","Q18670106","http://www.wikidata.org/entity/Q18670106","Yazidism","Yazidism","1"
"young horse of either sex that is between one and two years old","Q2920990","http://www.wikidata.org/entity/Q2920990","Yearling (horse)","yearling","0"
"annual film festival held in Yerevan, Armenia","Q1414692","http://www.wikidata.org/entity/Q1414692","Yerevan International Film Festival","Yerevan International Film Festival","1"
"automobile manufacturer","Q568675","http://www.wikidata.org/entity/Q568675","Young Engineers Sportscar","Yes! Roadster","0"
"French band","Q45461","http://www.wikidata.org/entity/Q45461","Yeti Lane","Yeti Lane","1"
"common name given to various species of trees","Q17038225","http://www.wikidata.org/entity/Q17038225","Yew","Yew","0"
"Hong Kong rice dish","Q860170","http://www.wikidata.org/entity/Q860170","Yin yang fried rice","yin yang fried rice","2"
"2007 South Korean animated film directed by Lee Sung-gang","Q562140","http://www.wikidata.org/entity/Q562140","Yobi, the Five Tailed Fox","Yobi, the Five Tailed Fox","1"
"comic strip format consisting of four equally-sized panels","Q865484","http://www.wikidata.org/entity/Q865484","Yonkoma","yonkoma","2"
"1964 film by Ali Hamroyev","Q32686","http://www.wikidata.org/entity/Q32686","Yor-yor (film)","Yor-yor","1"
"Polish-Australian animation producer and director (1926–2005)","Q54855","http://www.wikidata.org/entity/Q54855","Yoram Gross","Yoram Gross","2"
"Section of the books Arba Turim, written by the Rabbi Asher ben Jehiel, and the Shulchan Aruch, written by the Rabbi Joseph Karo.","Q2069922","http://www.wikidata.org/entity/Q2069922","Yoreh De'ah","Yoreh De'ah","1"
"18th century Japanese theatrical form","Q4053792","http://www.wikidata.org/entity/Q4053792","Yose","yose","1"
"painting by Auguste Renoir","Q613390","http://www.wikidata.org/entity/Q613390","Young Women in Black","Young Girls in Black","2"
"sport practiced by youth","Q599867","http://www.wikidata.org/entity/Q599867","Youth sports","youth sports","0"
"film festival","Q901495","http://www.wikidata.org/entity/Q901495","Yubari International Fantastic Film Festival","Yubari International Fantastic Film Festival","2"
"Japanese literary award","Q611475","http://www.wikidata.org/entity/Q611475","Mishima Yukio Prize","Yukio Mishima Prize","1"
"russian-born american actor (1920–1985)","Q102813","http://www.wikidata.org/entity/Q102813","Yul Brynner","Yul Brynner","2"
"Japanese yuri manga","Q121811704","http://www.wikidata.org/entity/Q121811704","Yuri Espoir","Yuri Espoir","2"
"Swiss designer, entrepreneur, and sustainability advocate","Q123419","http://www.wikidata.org/entity/Q123419","Yves Béhar","Yves Béhar","2"
"left-wing activist-oriented media group","Q136638","http://www.wikidata.org/entity/Q136638","ZNetwork","Z Communications","1"
"Russian automotive magazine","Q206478","http://www.wikidata.org/entity/Q206478","Za Rulem","Za Rulem","1"
"film studio","Q140373","http://www.wikidata.org/entity/Q140373","Zagreb Film","Zagreb Film","2"
"American screenwriter (born 1968)","Q19031","http://www.wikidata.org/entity/Q19031","Zak Penn","Zak Penn","2"
"2012 South African 3D computer-animated comedy-drama adventure film","Q564661","http://www.wikidata.org/entity/Q564661","Adventures in Zambezia","Zambezia","2"
"style of flamenco dance","Q2572946","http://www.wikidata.org/entity/Q2572946","Zambra","Zambra","2"
"type of dance in Ivory Cost","Q3574796","http://www.wikidata.org/entity/Q3574796","Zaouli","Zaouli","1"
"tree in Serbia sacred for the village within whose bounds it is situated","Q8066418","http://www.wikidata.org/entity/Q8066418","Zapis","Zapis","1"
"music festival","Q147457","http://www.wikidata.org/entity/Q147457","Zappanale","Zappanale","1"
"German term: theater genre in the Age of the Baroque, so in the 17th and 18th centuries","Q148484","http://www.wikidata.org/entity/Q148484","Zauberspiel","Zauberstück","1"
"Islamic religious school or monastery","Q2001465","http://www.wikidata.org/entity/Q2001465","Zawiya (institution)","zawiya","2"
"Ukrainian car manufacturer","Q71233","http://www.wikidata.org/entity/Q71233","ZAZ","ZAZ","1"
"non-profit audio production company","Q8062956","http://www.wikidata.org/entity/Q8062956","ZBS Foundation","ZBS Foundation","1"
"actor (1903-1970)","Q130415","http://www.wikidata.org/entity/Q130415","Zdzisław Karczewski","Zdzisław Karczewski","1"
"religious-political movement in 1st-century Second Temple Judaism","Q189225","http://www.wikidata.org/entity/Q189225","Zealots","Zealotry","1"
"music festival","Q143085","http://www.wikidata.org/entity/Q143085","Zecchino d'Oro","Zecchino d'Oro","1"
"Hindi movie channel","Q46717194","http://www.wikidata.org/entity/Q46717194","Zee Anmol Cinema","Zee Anmol Cinema","2"
"type of taxi native to Benin","Q3576466","http://www.wikidata.org/entity/Q3576466","Zémidjan","Zémidjan","1"
"set of philosophical problems","Q33378","http://www.wikidata.org/entity/Q33378","Zeno's paradoxes","Zeno's paradoxes","2"
"punishment policy with no discretion for leniancy","Q1156955","http://www.wikidata.org/entity/Q1156955","Zero tolerance","zero tolerance","0"
"vertical reference point","Q257075","http://www.wikidata.org/entity/Q257075","Zero-elevation surface","zero-level elevation","0"
